entity_id,start_tick,end_tick,thrower_X,thrower_Y,thrower_Z,thrower_health,thrower_place,thrower_name,thrower_steamid,thrower_side,X,Y,Z,round_num
115,3036,3485,37.141632080078125,457.9670715332031,-0.31451416015625,100,TopofMid,Magisk,76561197983956651,t,-645.6798706054688,1362.4945068359375,-109.94739532470703,1
209,7954,8282,1197.00732421875,1017.764404296875,-0.1865234375,100,LongDoors,Brollan,76561198138828475,ct,583.6654663085938,574.2391357421875,3.139112949371338,2
119,11130,11138,1298.1937255859375,1437.6446533203125,1.0312480926513672,100,LongA,Brollan,76561198138828475,ct,547.5391845703125,622.4796142578125,3.306051254272461,3
200,11161,11610,-453.92559814453125,-413.0133056640625,0.292449951171875,100,TopofMid,NiKo,76561198041683378,t,-134.77471923828125,1487.02880859375,-0.008664131164550781,3
255,12218,12667,983.9037475585938,908.6270141601562,0.20298099517822266,100,LongDoors,kyxsan,76561198057282432,t,1707.0029296875,1960.8533935546875,43.277381896972656,3
209,12569,12730,563.9683227539062,2763.96875,97.36051177978516,94,ExtendedA,torzsi,76561198355739212,ct,1453.8526611328125,2450.716796875,35.752845764160156,3
314,13376,13384,440.6538391113281,2370.856689453125,-119.72296142578125,100,CTSpawn,Jimpphat,76561198855375325,ct,1434.9527587890625,2506.654541015625,47.74061584472656,3
192,13949,14398,1072.328369140625,3059.8408203125,131.3256378173828,13,BombsiteA,Magisk,76561197983956651,t,238.7796630859375,1781.775634765625,304.0,3
296,16571,,1277.8355712890625,2471.23828125,127.03125,0,BombsiteA,Spinx,76561198063336407,ct,295.8681640625,2666.627685546875,96.99322509765625,3
98,18693,18886,1235.38134765625,1016.170654296875,0.03388643264770508,100,LongDoors,Brollan,76561198138828475,ct,536.6439819335938,649.98828125,18.413829803466797,4
399,19228,19677,-1247.82275390625,1234.60791015625,104.06002807617188,100,UpperTunnel,NiKo,76561198041683378,t,-966.0410766601562,1366.4136962890625,-109.96016693115234,4
350,21733,21741,-374.96630859375,1324.8680419921875,-124.35565185546875,100,Middle,kyxsan,76561198057282432,t,-353.9855651855469,1692.18408203125,-127.6224365234375,4
250,27501,27509,1320.9271240234375,1428.741455078125,1.0312480926513672,100,LongA,Brollan,76561198138828475,ct,569.9769897460938,603.5628662109375,3.1963062286376953,5
279,31197,31518,544.6240234375,2068.3134765625,127.216796875,100,UnderA,Jimpphat,76561198855375325,ct,146.9168701171875,1416.1629638671875,1.5930993556976318,5
131,32194,32547,-1203.821044921875,2265.3349609375,4.703723907470703,0,BDoors,xertioN,76561198193174134,ct,-1926.6455078125,1667.6632080078125,33.9798583984375,5
327,32598,32951,-1879.0279541015625,2410.862060546875,16.17316246032715,100,BombsiteB,Magisk,76561197983956651,t,-1143.2972412109375,2632.06396484375,70.07160949707031,5
318,37571,37924,-1551.6832275390625,2037.7672119140625,-1.6265869140625,100,BombsiteB,Jimpphat,76561198855375325,ct,-2004.686767578125,1609.9820556640625,33.21842575073242,6
129,37616,37969,1256.3131103515625,1342.2662353515625,1.0837631225585938,100,LongA,Spinx,76561198063336407,ct,619.832275390625,1066.2850341796875,2.9210281372070312,6
296,38156,38605,-1944.358154296875,1638.6204833984375,33.82936096191406,96,UpperTunnel,kyxsan,76561198057282432,t,-1657.2935791015625,2730.27783203125,12.270663261413574,6
350,38242,38595,-1765.03125,2477.03271484375,31.82506561279297,100,BombsiteB,torzsi,76561198355739212,ct,-1949.6292724609375,1824.769287109375,33.03124237060547,6
374,38367,38548,-1988.9610595703125,1457.5731201171875,30.571216583251953,96,UpperTunnel,Magisk,76561197983956651,t,-1825.4522705078125,2581.4892578125,34.62911605834961,6
125,39185,39538,-1253.7213134765625,2614.76611328125,115.2149658203125,100,Hole,xertioN,76561198193174134,ct,-1686.8515625,2669.3603515625,9.550582885742188,6
196,41862,42311,-487.4095458984375,-271.9312744140625,38.875,100,TopofMid,NiKo,76561198041683378,t,-135.75331115722656,1484.673095703125,-0.03691291809082031,7
72,42016,42293,-1623.6168212890625,2043.0589599609375,-4.87982177734375,100,BombsiteB,Jimpphat,76561198855375325,ct,-2004.088134765625,1600.9239501953125,33.1533088684082,7
267,42146,42499,-569.964599609375,1748.8695068359375,-115.5579833984375,100,MidDoors,Spinx,76561198063336407,ct,-60.95222091674805,352.393310546875,0.8141731023788452,7
403,42292,42645,1363.66015625,1351.1121826171875,-8.893798828125,100,LongA,Brollan,76561198138828475,ct,574.3318481445312,1122.5142822265625,3.297255516052246,7
261,43967,44416,-348.07086181640625,1217.12060546875,-104.65118408203125,99,Middle,kyxsan,76561198057282432,t,348.3134460449219,1688.299560546875,42.987648010253906,7
184,50886,51335,-427.20989990234375,-213.5325927734375,0.3400454521179199,100,TopofMid,NiKo,76561198041683378,t,-139.18382263183594,1425.63427734375,-0.6164398193359375,8
188,51439,51888,-275.0322265625,1305.1348876953125,-122.25152587890625,100,Middle,kyxsan,76561198057282432,t,366.74127197265625,1734.4775390625,66.9876480102539,8
232,55943,56392,441.2628173828125,1850.1123046875,95.89933776855469,100,ShortStairs,m0NESY,76561198074762801,t,1417.8411865234375,2577.6474609375,67.69914245605469,8
326,56402,56851,970.7102661132812,2602.91015625,96.53125,100,BombsiteA,TeSeS,76561197996678278,t,1403.5262451171875,2478.09716796875,44.79966735839844,8
402,62479,62832,-1265.773681640625,2672.778564453125,130.03125,100,Hole,Jimpphat,76561198855375325,ct,-1978.4072265625,1627.9508056640625,30.963054656982422,9
317,62571,62924,1360.1131591796875,1278.0218505859375,-9.27825927734375,100,LongA,Brollan,76561198138828475,ct,541.5169677734375,1102.9298095703125,3.57129168510437,9
313,65397,65750,648.681396484375,2256.93212890625,-79.59375,100,UnderA,xertioN,76561198193174134,ct,395.20233154296875,1827.2557373046875,97.24775695800781,9
375,66676,67029,1270.03271484375,1980.2431640625,1.0977249145507812,99,LongA,torzsi,76561198355739212,ct,362.96221923828125,2360.275390625,97.45439910888672,9
184,75007,75360,-1320.5543212890625,2683.096435546875,130.03125,100,Hole,Jimpphat,76561198855375325,ct,-1983.4697265625,1636.136474609375,30.73980712890625,10
300,75093,75446,1394.03759765625,1299.2269287109375,-10.815185546875,0,LongA,Brollan,76561198138828475,ct,564.8750610351562,1109.0650634765625,3.444448232650757,10
212,75093,75446,-453.2880859375,1722.3466796875,-125.259765625,100,MidDoors,Spinx,76561198063336407,ct,-71.09402465820312,374.883056640625,0.6956405639648438,10
307,78637,78991,483.6127624511719,2141.490966796875,96.029296875,100,ExtendedA,xertioN,76561198193174134,ct,203.5731201171875,1404.1236572265625,1.5738091468811035,10
201,84832,85122,-1253.8824462890625,2653.2138671875,127.21231842041016,100,Hole,Jimpphat,76561198855375325,ct,-1982.3046875,1628.419921875,30.779399871826172,11
331,84904,85258,1438.509521484375,1576.747314453125,-7.24078369140625,100,LongA,Brollan,76561198138828475,ct,606.473876953125,1109.1058349609375,3.3201913833618164,11
118,85426,85780,1383.9736328125,1283.7135009765625,-10.3568115234375,100,LongA,torzsi,76561198355739212,ct,612.4710083007812,1052.328857421875,2.9029507637023926,11
203,86278,86727,-1896.28564453125,1386.9639892578125,36.024688720703125,100,UpperTunnel,Magisk,76561197983956651,t,-2110.229248046875,2548.612060546875,35.982547760009766,11
371,89847,90296,-491.96826171875,-228.0582275390625,0.4407062530517578,100,TopofMid,Magisk,76561197983956651,t,-132.01602172851562,1512.629638671875,0.3025798797607422,12
249,90122,90425,1591.4769287109375,1127.4898681640625,1.350881576538086,100,LongA,Brollan,76561198138828475,ct,554.0067749023438,675.2715454101562,3.2450077533721924,12
230,91180,91629,403.3135681152344,2054.72021484375,96.03125,100,ExtendedA,xertioN,76561198193174134,ct,108.9502182006836,1450.4744873046875,1.614390254020691,12
321,91182,91631,-824.9413452148438,1418.6219482421875,-112.08941650390625,100,LowerTunnel,NiKo,76561198041683378,t,447.0702209472656,1588.8868408203125,4.023707389831543,12
