armor,attacker_X,attacker_Y,attacker_Z,attacker_health,attacker_place,attacker_name,attacker_steamid,attacker_side,ct_side,dmg_armor,dmg_health,health,hitgroup,t_side,tick,victim_X,victim_Y,victim_Z,victim_health,victim_place,victim_name,victim_steamid,victim_side,weapon,dmg_health_real,round_num
0,-1520.06,430.891,-63.96875,100.0,TSpawn,latto,76561198850020186,t,ct,0,101,0,head,t,4,-1520.06,430.891,-63.96875,100,TSpawn,latto,76561198850020186,t,knife,100,1
0,-1662.18,288.762,-63.96875,100.0,TSpawn,saadzin,76561198100494962,t,ct,0,101,0,head,t,4,-1662.18,288.762,-63.96875,100,TSpawn,saadzin,76561198100494962,t,knife,100,1
0,-1586.52,440.79,-63.96875,100.0,TSpawn,dumau,76561198194325317,t,ct,0,101,0,head,t,4,-1586.52,440.79,-63.96875,100,TSpawn,dumau,76561198194325317,t,knife,100,1
100,-1675.62,351.695,-63.96875,100.0,TSpawn,lux,76561198074017668,t,ct,0,101,0,generic,t,4,-1675.62,351.695,-63.96875,100,TSpawn,lux,76561198074017668,t,ak47,100,1
0,-1657.23,419.577,-63.96875,100.0,TSpawn,n1ssim,76561198061763596,t,ct,0,101,0,head,t,4,-1657.23,419.577,-63.96875,100,TSpawn,n1ssim,76561198061763596,t,glock,100,1
99,2292.06,2027.69,135.95695,100.0,CTSpawn,mezii,76561197973140692,ct,ct,1,101,0,chest,t,4,2292.06,2027.69,135.95695,100,CTSpawn,mezii,76561197973140692,ct,hkp2000,100,1
0,2493.0,2090.0,132.55138,100.0,CTSpawn,ZywOo,76561198113666193,ct,ct,0,101,0,-1,t,4,2493.0,2090.0,132.55138,100,CTSpawn,ZywOo,76561198113666193,ct,knife,100,1
68,2456.83,2153.16,132.07718,100.0,CTSpawn,apEX,76561197989744167,ct,ct,6,101,0,chest,t,4,2456.83,2153.16,132.07718,100,CTSpawn,apEX,76561197989744167,ct,knife,100,1
100,2353.0,1977.0,135.51888,100.0,CTSpawn,ropz,76561197991272318,ct,ct,6,101,0,chest,t,4,2353.0,1977.0,135.51888,100,CTSpawn,ropz,76561197991272318,ct,knife,100,1
58,2397.0,2079.0,132.76755,100.0,CTSpawn,flameZ,76561197978835160,ct,ct,25,101,0,head,t,4,2397.0,2079.0,132.76755,100,CTSpawn,flameZ,76561197978835160,ct,knife,100,1
65,273.93082,1856.1288,129.45903,100.0,Banana,dumau,76561198194325317,t,ct,3,27,73,chest,t,2414,704.6565,2152.9304,189.60938,100,Banana,apEX,76561197989744167,ct,ak47,27,1
62,275.32663,1854.7883,129.45528,100.0,Banana,dumau,76561198194325317,t,ct,3,27,46,chest,t,2420,700.03156,2159.656,180.48438,73,Banana,apEX,76561197989744167,ct,ak47,27,1
100,861.8281,2682.3086,140.0843,100.0,BombsiteB,flameZ,76561197978835160,ct,ct,0,0,100,generic,t,2578,297.70074,1602.9619,126.53881,100,Banana,dumau,76561198194325317,t,hegrenade,0,1
58,211.15393,1380.4199,106.85638,100.0,Banana,dumau,76561198194325317,t,ct,4,6,40,generic,t,2639,708.19745,2743.5115,142.88748,46,BombsiteB,apEX,76561197989744167,ct,hegrenade,6,1
56,211.15393,1380.4199,106.85638,100.0,Banana,dumau,76561198194325317,t,ct,2,3,97,generic,t,2639,916.9932,2705.3625,134.42105,100,BombsiteB,flameZ,76561197978835160,ct,hegrenade,3,1
96,77.499016,1099.7034,90.18742,100.0,Banana,saadzin,76561198100494962,t,ct,4,7,93,generic,t,2750,27.814434,1395.1178,104.03124,100,Banana,lux,76561198074017668,t,hegrenade,7,1
56,348.7767,1734.1086,129.41763,93.0,Banana,lux,76561198074017668,t,ct,0,0,97,generic,t,3490,723.8767,2481.5164,136.03146,97,BombsiteB,flameZ,76561197978835160,ct,hegrenade,0,1
100,523.0758,3094.0317,213.02872,40.0,BombsiteB,apEX,76561197989744167,ct,ct,0,1,99,generic,t,3508,322.21317,1784.8713,124.483376,100,Banana,saadzin,76561198100494962,t,inferno,1,1
96,523.0758,3094.0317,213.02872,40.0,BombsiteB,apEX,76561197989744167,ct,ct,0,1,92,generic,t,3508,348.89877,1733.95,129.43826,93,Banana,lux,76561198074017668,t,inferno,1,1
100,488.03452,3094.0032,212.17935,40.0,BombsiteB,apEX,76561197989744167,ct,ct,0,2,97,generic,t,3521,300.43332,1750.7258,122.453384,99,Banana,saadzin,76561198100494962,t,inferno,2,1
96,488.03452,3094.0032,212.17935,40.0,BombsiteB,apEX,76561197989744167,ct,ct,0,2,90,generic,t,3521,357.61603,1750.642,129.69962,92,Banana,lux,76561198074017668,t,inferno,2,1
100,469.83554,3075.3928,204.84375,40.0,BombsiteB,apEX,76561197989744167,ct,ct,0,3,94,generic,t,3534,278.3948,1714.9603,119.42202,97,Banana,saadzin,76561198100494962,t,inferno,3,1
100,458.42438,3052.7844,172.03125,40.0,BombsiteB,apEX,76561197989744167,ct,ct,0,4,90,generic,t,3546,268.98105,1677.4365,117.65216,94,Banana,saadzin,76561198100494962,t,inferno,4,1
100,453.50607,3022.4895,160.6722,40.0,BombsiteB,apEX,76561197989744167,ct,ct,0,4,86,generic,t,3559,282.34274,1655.4519,120.73091,90,Banana,saadzin,76561198100494962,t,inferno,4,1
100,473.29086,2987.1138,161.53125,40.0,BombsiteB,apEX,76561197989744167,ct,ct,0,5,81,generic,t,3572,293.64206,1674.3839,122.29024,86,Banana,saadzin,76561198100494962,t,inferno,5,1
100,493.17953,2944.6272,161.53123,40.0,BombsiteB,apEX,76561197989744167,ct,ct,0,6,75,generic,t,3585,287.1922,1711.9761,120.1861,81,Banana,saadzin,76561198100494962,t,inferno,6,1
100,509.33362,2898.7144,161.53123,40.0,BombsiteB,apEX,76561197989744167,ct,ct,0,7,68,generic,t,3598,291.52072,1745.0688,121.77061,75,Banana,saadzin,76561198100494962,t,inferno,7,1
92,730.051,2113.6646,191.46875,97.0,Banana,flameZ,76561197978835160,ct,ct,4,13,77,chest,t,3610,346.0646,1853.9891,137.03125,90,Banana,lux,76561198074017668,t,mp9,13,1
100,528.19916,2857.8997,161.53123,40.0,BombsiteB,apEX,76561197989744167,ct,ct,0,8,60,generic,t,3610,317.31064,1758.6338,124.78571,68,Banana,saadzin,76561198100494962,t,inferno,8,1
100,556.7971,2820.9985,161.53123,40.0,BombsiteB,apEX,76561197989744167,ct,ct,0,8,52,generic,t,3623,327.49484,1781.2262,125.317024,60,Banana,saadzin,76561198100494962,t,inferno,8,1
96,753.80865,1989.9182,136.03128,97.0,Banana,flameZ,76561197978835160,ct,ct,4,14,86,chest,t,3646,407.0009,2117.8767,139.96281,100,Banana,dumau,76561198194325317,t,mp9,14,1
91,752.78,1976.134,136.03128,97.0,Banana,flameZ,76561197978835160,ct,ct,5,17,69,stomach,t,3650,407.01846,2117.2046,139.96333,86,Banana,dumau,76561198194325317,t,mp9,17,1
87,769.8034,1945.5742,136.03127,97.0,Banana,flameZ,76561197978835160,ct,ct,4,13,56,chest,t,3668,407.05328,2115.636,139.96434,69,Banana,dumau,76561198194325317,t,mp9,13,1
69,769.0547,1937.3075,136.03125,97.0,Banana,flameZ,76561197978835160,ct,ct,18,55,1,head,t,3672,407.0351,2116.31,139.9638,56,Banana,dumau,76561198194325317,t,mp9,55,1
64,765.42914,1924.7389,136.03125,97.0,Banana,flameZ,76561197978835160,ct,ct,5,17,0,stomach,t,3677,406.99542,2117.6125,139.96266,1,Banana,dumau,76561198194325317,t,mp9,1,1
41,327.00458,1971.6565,137.74367,52.0,Banana,saadzin,76561198100494962,t,ct,15,109,0,head,t,3728,777.40564,1922.0466,136.03125,97,Banana,flameZ,76561197978835160,ct,ak47,97,1
55,609.184,1950.9553,136.03125,77.0,Banana,lux,76561198074017668,t,ct,3,27,13,chest,t,3872,899.5906,2667.2583,140.0843,40,BombsiteB,apEX,76561197989744167,ct,ak47,27,1
52,611.3598,1951.5061,136.03125,77.0,Banana,lux,76561198074017668,t,ct,3,27,0,chest,t,3879,907.0477,2675.5518,140.0843,13,BombsiteB,apEX,76561197989744167,ct,ak47,13,1
100,907.0477,2675.5518,140.0843,0.0,BombsiteB,apEX,76561197989744167,ct,ct,0,1,51,generic,t,3902,631.17664,2039.7542,136.03127,52,Banana,saadzin,76561198100494962,t,hegrenade,1,1
100,907.0477,2675.5518,140.0843,0.0,BombsiteB,apEX,76561197989744167,ct,ct,0,1,50,generic,t,3955,705.36707,2136.0813,192.0,51,Banana,saadzin,76561198100494962,t,hegrenade,1,1
95,1476.5042,491.82443,119.73932,100.0,TopofMid,ZywOo,76561198113666193,ct,ct,5,24,76,stomach,t,4387,598.2979,636.3776,92.58078,100,Middle,n1ssim,76561198061763596,t,famas,24,1
91,1470.726,567.07544,118.35482,100.0,TopofMid,ZywOo,76561198113666193,ct,ct,4,19,57,chest,t,4493,569.72284,618.51807,90.7778,76,Middle,n1ssim,76561198061763596,t,famas,19,1
91,1470.2871,551.1819,118.63493,100.0,TopofMid,ZywOo,76561198113666193,ct,ct,0,20,37,right_leg,t,4510,576.7336,638.07733,91.78011,57,Middle,n1ssim,76561198061763596,t,famas,20,1
86,1470.0258,548.06165,118.689026,100.0,TopofMid,ZywOo,76561198113666193,ct,ct,5,24,13,stomach,t,4522,579.5426,647.98224,96.655754,37,Middle,n1ssim,76561198061763596,t,famas,24,1
69,1284.0596,2941.07,128.03177,100.0,Ruins,ZywOo,76561198113666193,ct,ct,31,47,3,generic,t,5505,126.96984,3125.429,160.29036,50,BombsiteB,saadzin,76561198100494962,t,hegrenade,47,1
52,551.56805,3537.2654,165.3579,100.0,BombsiteB,mezii,76561197973140692,ct,ct,17,53,0,head,t,7079,369.44836,3028.815,163.19583,3,BombsiteB,saadzin,76561198100494962,t,mp9,3,1
97,668.23334,2087.8347,138.82689,77.0,Banana,lux,76561198074017668,t,ct,3,27,73,chest,t,7362,772.6874,2780.4355,142.88748,100,BombsiteB,ZywOo,76561198113666193,ct,ak47,27,1
94,671.2264,2087.383,138.82689,77.0,Banana,lux,76561198074017668,t,ct,3,27,46,chest,t,7369,771.0166,2779.9883,142.88748,73,BombsiteB,ZywOo,76561198113666193,ct,ak47,27,1
91,673.1915,2087.0723,138.82689,77.0,Banana,lux,76561198074017668,t,ct,3,27,19,right_arm,t,7375,775.19574,2779.2751,142.88748,46,BombsiteB,ZywOo,76561198113666193,ct,ak47,27,1
88,776.7605,2779.0195,142.88748,19.0,BombsiteB,ZywOo,76561198113666193,ct,ct,4,19,58,chest,t,7378,672.9033,2087.112,138.82689,77,Banana,lux,76561198074017668,t,famas,19,1
84,778.794,2778.6943,142.88748,19.0,BombsiteB,ZywOo,76561198113666193,ct,ct,4,19,39,chest,t,7384,673.58105,2087.0134,138.82689,58,Banana,lux,76561198074017668,t,famas,19,1
67,780.77747,2778.389,142.88748,19.0,BombsiteB,ZywOo,76561198113666193,ct,ct,17,79,0,head,t,7390,673.5926,2087.0117,138.82689,39,Banana,lux,76561198074017668,t,famas,39,1
97,2417.27,1783.4958,141.469,13.0,CTSpawn,n1ssim,76561198061763596,t,ct,3,26,74,chest,t,7538,2031.3462,2715.4346,124.031845,100,CTSpawn,ropz,76561197991272318,ct,ak47,26,1
93,2417.6223,1783.5284,141.59517,13.0,CTSpawn,n1ssim,76561198061763596,t,ct,4,33,41,stomach,t,7551,2048.1763,2706.7385,124.031845,74,CTSpawn,ropz,76561197991272318,ct,ak47,33,1
81,2051.033,2707.0933,124.031845,41.0,CTSpawn,ropz,76561197991272318,ct,ct,5,27,0,stomach,t,7556,2417.6223,1783.5284,141.59517,13,CTSpawn,n1ssim,76561198061763596,t,m4a1,13,1
0,,,,,,,,,ct,99,162,0,generic,t,7634,1097.2747,2760.2615,168.84375,100,Ruins,mezii,76561197973140692,ct,"",100,1
39,,,,,,,,,ct,52,52,0,generic,t,7634,1516.7454,2781.0557,158.6875,19,Ruins,ZywOo,76561198113666193,ct,"",19,1
83,,,,,,,,,ct,17,17,83,generic,t,7634,70.72565,1225.7552,95.0632,100,Banana,latto,76561198850020186,t,"",17,1
86,,,,,,,,,ct,7,7,34,generic,t,7634,2127.7773,2660.7905,124.031845,41,CTSpawn,ropz,76561197991272318,ct,"",7,1
100,151.77756,939.54694,82.47609,100.0,Middle,lux,76561198074017668,t,ct,0,1,99,generic,t,9914,1460.8116,539.3854,118.79557,100,TopofMid,ZywOo,76561198113666193,ct,smokegrenade,1,2
100,793.5768,2255.2808,136.03148,100.0,BombsiteB,mezii,76561197973140692,ct,ct,0,1,99,generic,t,9918,238.16798,1465.6401,113.00755,100,Banana,dumau,76561198194325317,t,molotov,1,2
80,749.9697,2371.4473,136.03146,100.0,BombsiteB,flameZ,76561197978835160,ct,ct,20,30,69,generic,t,10025,401.33307,1735.6606,134.03123,99,Banana,dumau,76561198194325317,t,hegrenade,30,2
80,414.55115,1748.6992,134.03123,69.0,Banana,dumau,76561198194325317,t,ct,0,8,61,generic,t,10035,414.55115,1748.6992,134.03123,69,Banana,dumau,76561198194325317,t,inferno,8,2
80,423.32767,1762.4545,134.03123,61.0,Banana,dumau,76561198194325317,t,ct,0,8,53,generic,t,10048,423.32767,1762.4545,134.03123,61,Banana,dumau,76561198194325317,t,inferno,8,2
80,423.66,1762.0571,134.03123,53.0,Banana,dumau,76561198194325317,t,ct,0,8,45,generic,t,10061,423.66,1762.0571,134.03123,53,Banana,dumau,76561198194325317,t,inferno,8,2
80,423.74966,1761.9586,134.03123,45.0,Banana,dumau,76561198194325317,t,ct,0,8,37,generic,t,10074,423.74966,1761.9586,134.03123,45,Banana,dumau,76561198194325317,t,inferno,8,2
