thrower_steamid,thrower,grenade_type,tick,X,Y,Z,entity_id,round_num
76561198194325317,dumau,CFlashbang,7336,,,,329,2
76561197989744167,apEX,CSmokeGrenade,7336,,,,333,2
76561197973140692,mezii,CSmokeGrenade,7336,,,,334,2
76561198194325317,dumau,CSmokeGrenade,7344,,,,328,2
76561198194325317,dumau,CFlashbang,7344,,,,329,2
76561197989744167,apEX,CSmokeGrenade,7344,,,,333,2
76561197973140692,mezii,CSmokeGrenade,7344,,,,334,2
76561198194325317,dumau,CSmokeGrenade,7352,,,,328,2
76561198194325317,dumau,CFlashbang,7352,,,,329,2
76561197989744167,apEX,CSmokeGrenade,7352,,,,333,2
76561197973140692,mezii,CSmokeGrenade,7352,,,,334,2
76561197989744167,apEX,CIncendiaryGrenade,7352,,,,341,2
76561198194325317,dumau,CSmokeGrenade,7360,,,,328,2
76561198194325317,dumau,CFlashbang,7360,,,,329,2
76561197989744167,apEX,CSmokeGrenade,7360,,,,333,2
76561197973140692,mezii,CSmokeGrenade,7360,,,,334,2
76561197989744167,apEX,CIncendiaryGrenade,7360,,,,341,2
76561198194325317,dumau,CSmokeGrenade,7368,,,,328,2
76561198194325317,dumau,CFlashbang,7368,,,,329,2
76561197989744167,apEX,CSmokeGrenade,7368,,,,333,2
76561197973140692,mezii,CSmokeGrenade,7368,,,,334,2
76561197989744167,apEX,CIncendiaryGrenade,7368,,,,341,2
76561198850020186,latto,CSmokeGrenade,7368,,,,343,2
76561198100494962,saadzin,CMolotovGrenade,7368,,,,344,2
76561198194325317,dumau,CSmokeGrenade,7376,,,,328,2
76561198194325317,dumau,CFlashbang,7376,,,,329,2
76561197989744167,apEX,CSmokeGrenade,7376,,,,333,2
76561197973140692,mezii,CSmokeGrenade,7376,,,,334,2
76561197989744167,apEX,CIncendiaryGrenade,7376,,,,341,2
76561198850020186,latto,CSmokeGrenade,7376,,,,343,2
76561198100494962,saadzin,CMolotovGrenade,7376,,,,344,2
76561198850020186,latto,CFlashbang,7376,,,,345,2
76561198194325317,dumau,CSmokeGrenade,7384,,,,328,2
76561198194325317,dumau,CFlashbang,7384,,,,329,2
76561197989744167,apEX,CSmokeGrenade,7384,,,,333,2
76561197973140692,mezii,CSmokeGrenade,7384,,,,334,2
76561197989744167,apEX,CIncendiaryGrenade,7384,,,,341,2
76561198850020186,latto,CSmokeGrenade,7384,,,,343,2
76561198100494962,saadzin,CMolotovGrenade,7384,,,,344,2
76561198850020186,latto,CFlashbang,7384,,,,345,2
76561198194325317,dumau,CSmokeGrenade,7392,,,,328,2
76561198194325317,dumau,CFlashbang,7392,,,,329,2
76561197989744167,apEX,CSmokeGrenade,7392,,,,333,2
76561197973140692,mezii,CSmokeGrenade,7392,,,,334,2
76561197989744167,apEX,CIncendiaryGrenade,7392,,,,341,2
76561198850020186,latto,CSmokeGrenade,7392,,,,343,2
76561198850020186,latto,CFlashbang,7392,,,,345,2
76561198194325317,dumau,CSmokeGrenade,7400,,,,328,2
76561198194325317,dumau,CFlashbang,7400,,,,329,2
76561197989744167,apEX,CSmokeGrenade,7400,,,,333,2
76561197973140692,mezii,CSmokeGrenade,7400,,,,334,2
76561197989744167,apEX,CIncendiaryGrenade,7400,,,,341,2
76561198850020186,latto,CSmokeGrenade,7400,,,,343,2
