entity_id,start_tick,end_tick,thrower_X,thrower_Y,thrower_Z,thrower_health,thrower_place,thrower_name,thrower_steamid,thrower_side,X,Y,Z,round_num
957,7023,7376,882.8365478515625,2159.4248046875,136.3662872314453,100,Banana,flameZ,76561197978835160,ct,322.2408752441406,1723.1658935546875,125.99996185302734,2
960,7399,7848,541.05810546875,2035.2574462890625,183.390625,100,Banana,apEX,76561197989744167,ct,141.34934997558594,1348.4547119140625,94.25334167480469,2
991,12804,13157,274.65386962890625,2658.62353515625,193.03125,100,BombsiteB,flameZ,76561197978835160,ct,792.7789916992188,2553.06396484375,138.03146362304688,2
883,15435,15769,22.661069869995117,910.09033203125,81.2949447631836,100,TRamp,NiKo,76561198041683378,t,411.857666015625,1966.5926513671875,138.03123474121094,3
884,15436,15885,352.731689453125,-121.95343017578125,119.609375,100,SecondMid,Magisk,76561197983956651,t,1258.44970703125,-231.678955078125,277.0,3
887,15713,16066,1268.8250732421875,307.0281677246094,129.53125,100,Apartments,ropz,76561197991272318,ct,1025.4237060546875,-144.48660278320312,258.03125,3
896,15876,16229,542.7960205078125,1960.060546875,136.03125,100,Banana,apEX,76561197989744167,ct,-77.35626220703125,1401.306640625,120.9999771118164,3
790,17073,17426,2007.8194580078125,597.1160278320312,160.03125,11,BombsiteA,ZywOo,76561198113666193,ct,1884.5135498046875,39.784141540527344,126.99798583984375,3
770,22042,22491,163.86627197265625,1089.1590576171875,88.82646942138672,100,Banana,kyxsan,76561198057282432,t,551.7682495117188,1888.221923828125,135.99998474121094,4
739,22425,22778,1415.4271240234375,383.4537658691406,181.9375,100,TopofMid,ropz,76561197991272318,ct,1005.1854248046875,-110.92835998535156,258.03125,4
799,22570,22789,755.086669921875,1880.030029296875,141.5323486328125,100,Banana,flameZ,76561197978835160,ct,347.7973327636719,1911.79638671875,138.03121948242188,4
743,24236,24589,1769.848388671875,1126.86669921875,159.9960174560547,100,Arch,ZywOo,76561198113666193,ct,1183.2852783203125,582.8333740234375,120.43209075927734,4
763,24424,24777,630.5714111328125,2605.762939453125,195.328125,100,BombsiteB,flameZ,76561197978835160,ct,515.4129028320312,1965.4093017578125,138.03123474121094,4
602,31753,32202,396.0840759277344,-161.94482421875,110.03125,100,SecondMid,Magisk,76561197983956651,t,1261.30615234375,-250.92665100097656,277.0,5
603,31800,32089,8.781798362731934,912.4664306640625,81.50440216064453,100,TRamp,NiKo,76561198041683378,t,441.15643310546875,1994.1925048828125,138.03121948242188,5
609,32055,32408,1473.1005859375,120.10297393798828,185.53125,100,TopofMid,ZywOo,76561198113666193,ct,985.2156982421875,-43.36474609375,273.0,5
620,32692,33045,528.4664916992188,3129.77197265625,210.66905212402344,100,BombsiteB,apEX,76561197989744167,ct,323.4073181152344,1734.02685546875,123.88677215576172,5
305,33653,34102,1223.1273193359375,194.2281951904297,189.5901641845703,100,Apartments,TeSeS,76561197996678278,t,1504.2049560546875,50.072540283203125,134.03125,5
593,34096,34449,2094.50048828125,-218.28619384765625,255.23585510253906,100,Balcony,ropz,76561197991272318,ct,1437.9510498046875,298.8607482910156,130.03125,5
595,34899,35348,292.98193359375,1610.8702392578125,125.16732788085938,100,Banana,kyxsan,76561198057282432,t,797.22412109375,2304.39404296875,138.03146362304688,5
311,36398,36521,498.9678039550781,2516.941162109375,166.03125,93,BombsiteB,flameZ,76561197978835160,ct,701.396728515625,2654.542236328125,138.03146362304688,5
608,36434,36883,635.9689331054688,2012.9124755859375,136.03125,100,Banana,NiKo,76561198041683378,t,79.43769073486328,2520.880615234375,163.03125,5
